page_title,date,pageviews,animal,animal_class,image_count
Heath's_worm_lizard,20250225,1,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250228,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250302,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250303,2,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250304,1,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250305,2,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250306,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250307,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250308,1,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250309,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250310,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250311,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250312,1,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250313,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250314,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250316,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250317,2,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250318,1,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250319,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250320,2,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250321,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250323,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250324,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250326,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250327,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250329,1,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250330,1,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250331,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250401,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250403,1,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250404,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250405,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250406,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250407,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250408,1,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250409,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250410,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250411,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250413,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250414,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250415,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250416,1,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250417,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250418,1,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250420,1,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250421,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250422,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250423,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250424,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250425,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250426,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250427,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250428,1,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250429,1,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250430,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250501,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250502,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250503,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250504,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250505,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250508,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250509,1,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250511,2,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250512,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250513,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250514,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250515,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250517,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250518,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250519,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250520,1,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250521,1,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250522,1,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250523,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250525,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250526,1,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250527,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250528,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250529,1,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250530,1,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250531,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250602,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250603,1,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250604,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250605,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250606,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250607,1,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250609,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250610,1,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250611,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250612,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250613,1,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250614,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250615,1,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250617,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250618,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250619,2,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250620,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250622,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250623,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250624,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250625,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250627,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250628,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250629,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250630,1,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250702,1,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250703,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250705,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250706,1,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250707,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250708,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250709,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250710,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250711,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250713,1,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250715,1,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250716,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250717,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250718,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250719,1,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250720,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250721,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250722,1,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250724,1,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250727,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250728,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250730,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250731,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250801,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250803,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250804,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250805,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250806,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250807,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250808,1,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250810,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250813,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250814,2,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250816,2,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250817,1,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250818,2,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250819,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250820,2,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250821,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250825,1,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250826,1,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250827,2,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250828,2,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250829,1,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250831,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250901,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250902,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250903,1,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250904,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250908,1,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250909,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250910,1,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250912,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250913,1,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250914,1,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250915,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250916,2,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250917,1,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250918,1,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250920,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250923,1,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250924,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250926,2,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250927,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250928,1,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250929,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20250930,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20251001,1,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20251002,4,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20251003,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20251004,3,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20251005,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20251006,1,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20251007,1,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20251008,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20251009,1,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20251010,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20251011,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20251012,1,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20251013,1,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20251014,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20251017,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20251019,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20251020,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20251021,1,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20251022,1,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20251023,2,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20251024,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20251025,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20251026,1,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20251027,1,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20251028,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20251029,2,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20251030,1,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20251031,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20251101,1,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20251102,1,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20251103,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20251104,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20251105,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20251106,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20251107,1,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20251109,1,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20251110,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20251111,2,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20251112,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20251113,1,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20251115,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20251119,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20251121,1,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20251122,1,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20251123,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20251124,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20251125,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20251127,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20251128,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20251129,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20251201,1,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20251202,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20251203,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20251204,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20251205,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20251207,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20251208,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20251209,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20251210,1,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20251211,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20251212,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20251214,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20251215,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20251216,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20251217,1,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20251220,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20251221,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20251223,1,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20251225,1,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20251227,0,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20251228,1,Heath's worm lizard,Reptile,3
Heath's_worm_lizard,20251229,0,Heath's worm lizard,Reptile,3
Hoge's_worm_lizard,20250101,2,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250102,0,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250103,1,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250105,0,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250106,0,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250107,0,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250108,0,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250109,0,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250110,1,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250111,0,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250112,0,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250113,0,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250114,2,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250115,0,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250116,0,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250118,0,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250119,0,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250120,0,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250121,0,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250122,0,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250123,1,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250124,0,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250125,0,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250126,0,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250127,0,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250128,1,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250130,0,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250131,0,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250201,1,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250203,0,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250204,0,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250205,1,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250206,2,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250208,0,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250209,0,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250210,2,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250211,1,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250212,1,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250213,3,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250214,1,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250215,0,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250216,0,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250217,0,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250218,1,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250219,1,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250220,1,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250222,0,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250223,0,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250225,0,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250226,0,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250227,1,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250228,3,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250301,1,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250302,0,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250303,0,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250304,2,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250306,1,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250307,0,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250310,1,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250311,0,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250312,5,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250313,6,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250314,4,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250315,1,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250316,6,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250317,1,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250318,5,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250319,3,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250320,2,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250321,4,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250322,2,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250323,0,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250324,2,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250325,0,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250326,0,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250327,1,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250328,0,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250330,0,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250331,1,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250402,2,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250403,1,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250404,0,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250405,1,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250406,0,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250407,0,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250408,0,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250409,1,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250410,0,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250411,1,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250412,0,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250413,1,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250416,0,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250418,0,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250419,0,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250420,1,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250421,1,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250422,0,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250423,0,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250424,1,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250425,0,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250426,0,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250427,0,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250428,0,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250429,1,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250501,0,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250502,1,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250503,1,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250505,0,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250508,0,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250512,0,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250513,0,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250514,0,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250515,0,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250517,0,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250518,0,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250519,1,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250520,1,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250521,1,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250522,0,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250523,0,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250524,0,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250526,0,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250527,0,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250528,0,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250529,0,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250530,0,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250531,0,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250601,1,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250602,0,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250603,1,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250604,0,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250605,0,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250607,0,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250608,0,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250609,0,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250610,1,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250611,0,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250612,0,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250613,1,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250614,1,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250615,0,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250616,1,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250617,1,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250618,0,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250619,0,Hoge's worm lizard,Reptile,3
Hoge's_worm_lizard,20250620,0,Hoge's worm lizard,Reptile,3
